,tier,summonerId,summonerName,leaguePoints,wins,losses,veteran,inactive,freshBlood,hotStreak,account_id
0,GRANDMASTER,LzaVwiWI2epzjMwhxTQWdnqm5UmZpw2VL8uUBxyBRoQx6AQ,상록중,465,859,836,False,False,True,False,rmENtbyddaGgLtLktYhSd3USqSZMPGAkIugqWQD3IqtRmjM
1,GRANDMASTER,ZzzraaXCvB-JC0jUXCO1OiCrc70fbFAenyaEZV6GXbs6Ris,어린아이,429,235,146,False,False,True,False,d6uQQ7dhZWowIrdyuzNGYwfOmKfBBzJdXmYO8uRfgK4o4E6e9ESNHNYi
2,GRANDMASTER,0P9fw5GWtwvzaCPtyYn9G_A69h0ivE3v_k0YTzdQtHBFdD0,달인 카직스,619,190,180,False,False,False,False,-HspVEecUacWVy0K2mJdM0_TpHVDAzFTZUi51jhLGdljzN4
3,GRANDMASTER,ZFzFylvunoq_skWGIrE26nR5fmJzJUXR4azrP4bTDZLhjpg,Miss Jennie,474,982,934,False,False,False,False,mFGjmed2lW-7piD3Q6gx2BPz2j8Jd6nR-1wB0VnvtVxBTVWqtupVEC6q
4,GRANDMASTER,weMOuSbzX7lIbjHIuzQKPeiCFhS3FuzWCgj6dy7QnIF-b6I,HUYATV Osu,729,539,433,True,False,False,True,daOXRy7Jw_6tzppmctQf6Utie1XkYIQsnGBWY8ncA3GzevFGNOPXSZ1Q
5,GRANDMASTER,3U8J6JzWagVSwIVs6YQvQvoieQQMgp_shfc_8Y_Udi2H2w,흐 림,510,109,78,True,False,False,False,ko9xDCReXE9EYWr92RHaVWbnZeC66tImwtkojimIuUbd
6,GRANDMASTER,0gsArn0PN9gJ1yO_bZWtI0r5pCtf_h1r88M4wLSuc2-QxZ0,numbing,729,618,586,False,False,True,False,YulhLfB695lT32rXj2601TAFXK-BdLc_mnV1jlcMQf_rPdFME3WYm_Sy
7,GRANDMASTER,WYM_RwdX8EjqHvmSlVaHKaYTwxh1CZ8BH8MeNaYiHm0ZAU4,fengweiyu,491,1772,1733,True,False,False,False,BOzSNE-hlQXQz2zKvf_dHL3OFMEeQ_0-Hl2XZ5vMpmEK5AgpXVjBS0-f
8,GRANDMASTER,B-vOuBynzlwIKImmUqZyMX5J2I-WWLMQktdKEHSFlfZb3w,Catch XX,399,639,628,False,False,True,True,X_0wC5Dgx6pBrf84P7qQnj1VpZ986L7qMjQN2gt0zB-h
9,GRANDMASTER,zX7H2PQjxp1gwFA1hl850RiouYJ1E2TgTc-AzauF49rIqNI,곽곽보성,761,506,450,False,False,True,False,ALEuakAFbUeX5BSDCV71hOWyhJtN1mv--gycdMxvtRYZx1M
10,GRANDMASTER,qO4Bmaou_rs7-D2AIfzC8E8TfrnIr3i8-fk9s6VGvnMOvIs,노챗승리멘탈유지,485,823,818,True,False,False,True,4xraetjEZkVUeV0I-2UUwNzxTohWvRbvpiOWGWMUWsqEsXhLXuarz3--
11,GRANDMASTER,BN7TJysrW2FShxE-Ff77DZkXWkED_-CSTGKqK6UYCnBwDeWY,gu yue ge,527,163,69,False,False,False,False,g6OdkurN_9P6Osj1uTHRki8pKKDYewT821M3GWPb33MniszJqTKKfom1
12,GRANDMASTER,sNR2PR4rGY4JafqQxsGbKjDtE8lMZhqoBq3ixfIaL4Xb8iE,FA Lonely,607,412,375,False,False,False,False,vjYReWuwp41foQioQx0aAD9sjDFCJ0_bosgejXdyDGs5dy0
13,GRANDMASTER,5CqyEucTvLy-5RVyOAqQPCNtEMifELKQLPxwgB8U-6f57Q4,먕 하,826,261,172,False,False,True,True,NFWqR6hVWaMHHLkTF0sl48iH1BrYAvpMkw-4sqTYITMf94u015BoKEcB
14,GRANDMASTER,yX4o3Qohm8tAuZIiIKdhBqgRCBEdX_Z-1G0V3fiWkUB73g,대야웰백,374,397,371,False,False,False,False,GZwQENLPJT_fjgzMn_KgbwSvIDzh4mh3oFls0_v2_CS9
15,GRANDMASTER,Yky8Dz3OEMQCQk_bk8xy3kSzoqOgQIG6OEULKoyNUN4fszE,나 도일이,762,968,911,False,False,True,False,K63ljkoNlNViAzDLibmVxxgx5hjiY8V_iY1JpwWW6GgCTaVGkFnoDn9Z
16,GRANDMASTER,BNqOFwPwlYULz6yHRN-CwGuKzEU4ME3H11WkyvZmzAzoMyk,kuaiz1zzz,722,833,711,True,False,False,False,Ms0HXH1OPzUNxyKA2fvgu4b1usvVdsp3oXW_DDsKVNpKEI_vFoJD7PDB
17,GRANDMASTER,isfAQLJEIDwZBqsm7LVV5AahkhpyFJKohQgT_oWamTcl3c0,오 희태식이,404,348,268,False,False,False,False,gog7cxZa6Aet-U9H11JvITc8_N2-sP1KfwEn_vnevsGcgsFKLVOBxtFa
18,GRANDMASTER,HONXpYYUJV6c56S4pwP0b0uLqGy7B5SP_wI8Vx1ymPk7i7o,정중지와1,616,326,268,False,False,False,False,Ptx4Ee9HoPjvkPKGiOCdsv7Cvi_4XQM_Lz4Y43Is-b9w_-F4HvPScC8x
19,GRANDMASTER,Fnfp4OI4kPTHc9p_S6gJqERAeVph6-yTVseWWNnYokMA8PI,AF Na Kyung,628,687,643,True,False,False,False,CXKxvNguoJKg43KdtbuGLHQtJFodC6j0dEUvSWiQpXvXRW0S-a540eWY
20,GRANDMASTER,w57-UavCiJElfxsj6uTaNbWvROnHvwSyriAFQUybV7giW4E,No time plz,482,790,747,False,False,True,False,KgkG2LCn6Yws43GGHs5mPHYVrYB4wmEzLt1Z8lp2UhaQI1I
21,GRANDMASTER,Kpye4T7J8W3iQRZJM159IBlCeuqxz-vuv9nM_EwhQ7zLsOU,qi tou 1026,607,1031,1001,False,False,True,False,Tk6T2JnWopHKnPH8kj9InqMJ7Bh49WWHTqV1ikmFX-EC
22,GRANDMASTER,RrcgNjIoCdzh811QGw6FqeF-2V9ovB-E1ND22bK--h3Mwwk,불도저원딜러,412,270,184,False,False,True,True,87Fb7s1NCpV3_HDkrRpc7MoU-YPxoM7e1ha_tWgnLv-vipPJLY9BG1yC
23,GRANDMASTER,KqO4s_-Z1S7yJ6LVUQMxWjBrImPIy799lp6F1yBcG4X1624,down sleep,738,313,260,False,False,True,False,ilaY8SI3M5tfbOiMStn9HJPzcOMD4yVegJdt0JEOvuj65NjPHxyIdQdK
24,GRANDMASTER,zXGV7QRyjk7vGrY1xo33L1IRJsV7_x71S7bmhum0zIGJIi0,hwan98,614,256,195,True,False,False,False,0B97h4_8k0Chx2NLL2hPGCP7_lYFBV7Na3U9TqnHYG_Az_s
25,GRANDMASTER,PjlTjMuJx6e6jtrhBPFnRuk6FrmWuCfN5RPdKIxklnSIlJc,URGOLD,507,430,375,False,False,True,False,QtCQ0g76Kn4Hg0NVvYeKDHnf2hjD1H-R-NPKZfvblb2sdL0
26,GRANDMASTER,jQDkNagMFzm1uo_KLtlGZ2DosV7thOEXUSzk7-Ji9URkDK8,모난 뿔 펨펨,372,399,392,False,False,False,False,pv20d7URJO4LZj-QovHPRO1WMEDfHKLXgLYTYCwJsZmX
27,GRANDMASTER,BfJKXGZJ6e1JQenrHPwPjnq4kq-6pQVurfqTTBZ6Pg2q0sE,Paul in love,372,461,372,True,False,False,False,4PVSBYzRrWbXu6mcC-MF-magIiAkjdzeLfEuV_Pstl94r-SRO_bz5GVs
28,GRANDMASTER,R5UJHQfpaWLAfLICTlI_045V2iOptjcjklEB7Fg_Ym5eHv0,김떡순,484,489,447,False,False,False,False,YIOe4QLfCK0K-efJ2LCqilx0MO1wOiB62Do9SkOr_KbbzZQ
29,GRANDMASTER,jPHRJfrHBvCwCZPxGGlsgJAaBY0KQZJv2XpQ8YVMftoEOJI,잘해지고 싶다1,666,420,313,False,False,False,True,gnZHyT6LaAtqUEtFnaAvFBvuOv6eL3CplsiuxNqU559wrFss2G3A9f_9
30,GRANDMASTER,NradLQAOvy5BlIjwE0wkabeYCR7k3N1rZLSHsjEDANaMTQ,yosolotebailoati,460,1204,1146,True,False,False,False,yfsPTtfdBYJf73c5kWqe3pmow72V_1W0ibS76QZW8yG6
31,GRANDMASTER,roeUxgb3R5YlvgvRHeVyRNUKQKGcvYVzY41qSedRU5X-FnE,못 난 놈 들1,403,1476,1458,False,False,True,False,5p92Hp7gsJJnRkoBU9IQGkZEEFqefWHZjgOBSNw2Qg-gal0
32,GRANDMASTER,IsZ-7WJEVseaDrObrXDpXdZ2TkhzqqkNjdxkDJAuJ7ccLfw,쿠쟈니,586,188,145,False,False,False,False,7yXk43KrqCImO5oljK3Vn-obkO-uVkzXbSz-7XOUu1-DoI0
33,GRANDMASTER,7aIWC1T2ixmZcjgnoOzmrj_bsvlfG7ZCO6oHFwfN7qVhpg,훙쌍리,851,402,324,False,False,True,True,BV8AK_959BpCOSa0oblFvkvInNBd069qNI_TD6G2opNv
34,GRANDMASTER,d5XAyWcwSl4_co3GCOkl22cFV7U7ykmW9S9lg-PCjEw46D8,SANDBOX Route,625,494,470,True,False,False,False,wxW_fqUGZ5GD6v3-69oOq9XSQQepG8d94pLbuHmT0JG5naQ
35,GRANDMASTER,RRHt7oGrpVA6xe9-g28Hvj5_eoOSh5PUgTxiYCYxt6aDYw,나는샹윤,740,557,539,False,False,True,False,YBiN2iDyaa5-9_N94zO0YKP3HK1Zqjkpx7uHYIZWarYw
36,GRANDMASTER,-dxcG0dKD0Osr-WkeqjiLREmDIiKaXxl3qHC5euWqoNdrus,Dont Iook for me,757,433,394,True,False,False,False,cyJ_hDBgfmczgBsd1n-tIfk-OVS-4imwFarcPszMST7lOuk
37,GRANDMASTER,loa-9cei24xmk8X0jjy1VJzyM2T6hzNL33EbdVmmXBDdFPk,홍삼유자차,477,311,272,False,False,False,False,18sRSjEoeaD58HhCSgpnlIMkNjkeomD017NCgiHLt2Qw6hc
38,GRANDMASTER,5HbNV7G3BelLOV0u8vuXAsTOYNTRkrJheXeUye1WSvT9-3c,엔터키뽑고게임중,430,368,338,False,False,True,True,lM4S4cQ-DVNanHYt96VVrrKeBESXZv4pGE6NR4-mBDZEPC5lGpGok2pg
39,GRANDMASTER,HFSH46mnsML4wibYbMUjn4VC7pk28JYnbZbFDcSgVmoStPc,쪼꼬맹이 딸기,586,435,399,True,False,False,False,FvP4xkZTFlZlO6yok8cf87bhadZ7Prw8ds1uHOzOM3Sq8Rk
40,GRANDMASTER,49RymqFRJp6PVAm842ni31YGd1qMsGfnlPxvzXHxLG2Kfj8,Qianghui,441,169,84,False,False,False,False,aebbufS2hbIyR_lMkDNyzHZgXMsT05OsUj_m4TbwJCb2QN_Z3fVd0Bsf
41,GRANDMASTER,0zg8YoJnNIASdfUtCCNIY2Is38RE07LthIqajAWyN2DtflM,애디는 못말려,537,1140,1116,True,False,False,False,xWish4_FqeffM6AAvEuK3APwc_T5OUzrmZkSe2Z7_ZMluuI
42,GRANDMASTER,33nvVTQaH4cKG544-fazgNWj-DOvLGjRB-M8zUcylHfItiU,cexk1lng,757,895,864,False,False,True,False,kiX57nyOuY-kDe6JFBjbuKBbWdsM9tONdAeS89iSbIuAAFA
43,GRANDMASTER,pkQu62DFUym_DCombKgqnwJZVCr0H_vvNo6eFZayexBExdk,지누지누단 단장,310,354,322,False,False,True,False,yKcp9-U_yF_HCMwDHuf_VRX9yFBwUYCtzSPXhstkwwP_FTk
44,GRANDMASTER,2BgYMMqR2CSDr_KYKafdoBboJiFfzzC-jwVft6HLTGO_lQ,Diuqil,543,139,109,False,False,False,False,cAmXr9phbLtjTYNvN9cb0yN2P32a26ZovMUXxHubb4Zr
45,GRANDMASTER,64eIXtQFXcc0X2vlEFLQWIYZMmbOIPyqz7hHL2QEWw0P-8U,청생아재필유용,569,1098,1073,True,False,False,False,lAN43gdVsF4HSPkGVuOFGVlN2Zut09YvbO7yGGp4PKx0VeMU16YPtByy
46,GRANDMASTER,EazDMNOTy7MQIt5Jpzj5UnLnVKmBAGWNwo3aaL5jDMSp7w0,1wancibeishang,428,268,244,True,False,False,False,Y7MzvCN6mS1pt8FrThE17lH5FOL1dq3ThYJmTCp9T5vA00H4zh42pRhb
47,GRANDMASTER,p3p5I0Kw0MV27iel6Gtw1cm-8ST-mGfn72xS6KCWfOWCn4A,코 취,476,537,379,False,False,True,True,pdII9Kvge1vIhAzjaf_2g6-gLyKKYL1vctpDVsOPjvCWOQqXGxU3NCkh
48,GRANDMASTER,-SIhfF9QXaEVG0WldbIh_fDl8P-I40wofv0WCGYfTnkSZw0,xxxss,635,451,400,False,False,False,True,TOfdzgNQc5M7mqA22oC-uJeCRXNX6_cAIgdi1lmwWccfdVRkDmxQ48Yt
49,GRANDMASTER,7E9tFw4-CWOdZiI9MvSbW9v61CoOABW-aTvcIlC_vamh1kI,후리지아꽃향기,449,245,211,False,False,True,False,0c_ewNS8-x10g_GyIrOUPMpCTp_BJjUFGbJWjE7m7UtyVc0
50,GRANDMASTER,EEJ9XW2dVxhnU2VMznJUrKS3pmLNKUwyN8bQtmtpPqMzYBE,권  예  솔,372,227,156,False,False,False,False,AbR0BsyPXjE9K9NLH2VAACNTNHFKyJfqc4NAaunvBXHhkik
51,GRANDMASTER,Sbde6McY8iNrTZVEK6COUfVS4n85KncXm55VHJNc2u6G17U,운이 나쁘다1,519,780,727,True,False,False,False,Vv4kXz0VQKETcWgRXycASo9J_yuFJVyvb7ylJKE5LChVkC1m10l6JL1J
52,GRANDMASTER,WsWsFAdna8Ngs7at-x3AmLRsROCisS2vZ63kqPQBTSnjt3A,xiaoshuangshuang,580,630,512,False,False,False,True,N8Q9oLIImn3_zwCCymI94EN_ndesVNpCyZxQKewKURZHQjk04u1sx67i
53,GRANDMASTER,vQRHFgsB3xTFfXpz1BrtHox-7L8Jh2gbaCjFl4DuvuBeiA,치킨요원,355,159,128,False,False,True,False,8HeGyarPOo0ZjpsFjz42d_dlO1zKq3wHCkxYL5TUIRiP
54,GRANDMASTER,Ry-X40PS9_7MKJnGRF_acrY7r4-WBR_u3_m5_KOP8ou4Pg,크리스마스,398,96,49,False,False,True,True,VKt7ZLfCRqCcjgB1b1HX8sGW_x1iURewFsGbg2l-NUsP
55,GRANDMASTER,FJprnu59zGOKOpKeUrfqbtEdTTWR972OkHBJeXO3H5HXum4,LunaLina,748,1121,1086,True,False,True,False,xckhxjx_LiBJKzRMTQnl_dbMQX7r-t1sbgPlEyCXZ0FTGgRT04YKuXoI
56,GRANDMASTER,5supbNnq7h9G6nCkb8mCL_-hi4VU8eftuYYI8hgEFqDiLA,전하준1,406,655,596,False,False,False,False,wKxitUyc6TJBXVeymVtdt0w_SiaKZzvQgOGDZ2VUPvA2
57,GRANDMASTER,O8-uPwBaV35TVK29rAD2r9PTSURLxzaJpKe6sKc6COesm0cL,SHERNF1RE,582,287,251,False,False,False,False,ge7JZabubSEYUszNe7EMojFleNA8H_gwaKtfDEPEVncfT_W5gRMetYQ2
58,GRANDMASTER,wTTPzizeb5Xdpt-SNWMIr-rahPj0RZHkNlA00NaRcBBRL1s,lure heart,417,326,304,False,False,False,False,pHsoYlBfHqJssnuDoIz7EN2mDzMOYStK9bMlCJFrw4gI8VY
59,GRANDMASTER,-AHN2QkJcxq-c1pM8cUvcDpMDiGwOK63tTlJnUheZSazCEE,DWG revelation,366,610,495,False,False,True,False,B8uu2PUi9avH0id1CJSf9ImGWzS21wT9DbZhdIAdsZCWmsDUOLCWEsFr
60,GRANDMASTER,dP_h3kw3YOkl-l6DDHRre7KBSFLLHh3y_KOhr073-vPZx4I,금똥왁왁,376,540,521,False,False,True,False,X4GcvyjGwgta2sQwhr58QZP1BeKBnbVyCAVoXFHjDEo4J90
61,GRANDMASTER,dIXw0zlLdkRt_izwY0wut1xWyCmMgEzQp92Rki5beGj6McM,hpnow,716,1400,1389,False,False,True,False,iUSHhFfUf3-Rn1uqEFnUZQcSt2Zz1nYN9n2vrVRkZJivnrXgnG_waEC_
62,GRANDMASTER,yxsSex-1MCA1A-9N6vsdBvD5SiQztpBPAMDRv6D6VgUpOrE,달 카,674,266,193,False,False,False,False,TpbJ8nCE3ZBDw4YoGWyPJLKtetGorlx8WXX8gzSZFYSOqQ0
63,GRANDMASTER,4oNdPNrnR29KuykBarSFgbZZy9qz-MTWWhUHwYbpCaFgvIQ,내가강만식,456,295,300,False,False,True,False,zzd6utpdj120Xj3Js3F9V_4QEChreY-nuhVkR0oH0MAN0uCbHq65E4cf
64,GRANDMASTER,uYwRJnvl6-LoP4kGt8nXNNKDqGvrkrsVQZ2V6bG_hGM2OhI,자기객관화마인드,450,1468,1476,False,False,True,True,7E1peucToUf0JrP2_tD0-OfByQdics9LcP0nN5ZTDsza0jw
65,GRANDMASTER,UDKAZS21ml6Xmb729Ndx37JbwTHU1pSuY3dMKsXFk2ho98s,Bad ad,538,635,570,True,False,False,False,3AdcxtH31H7hdzYRWr3LG4HRXL0EoFfqRO_e1-nzhf9VDIMdbH1qWZXA
66,GRANDMASTER,rpbHCZL_jVIWq0dw8WLNmdil4fPFXV7ONBmSmE7JRq-RvQ,zxcv8124,374,1054,1016,False,False,True,True,NdXj99hIFZBMk3Z-gSHLrEhHC94jQaOzXXDKWePUgQIi
67,GRANDMASTER,8zKLGc2r3JE73m_JDH44573EctEUbM8w-PR5S7kfXRORSW0,a1da2d,615,1521,1486,True,False,False,False,23kzQmXmYfjWx0a4B6oX5VxwSeyNidHSO15iHybixhKCkEewZ_9G9xUD
68,GRANDMASTER,D7hQUvR5nvdsrdK9I0oGCNYtZi00u1bjTKyIE-e-9EoJQA,둠 심,805,559,496,False,False,True,False,T1VnwN2_0xeUPF5S83XcrpGfbP-dLMz8BDXDFkjfk7GZ
69,GRANDMASTER,FeawS5LnPU7Y8EQdipm2CK-JV1IYxBV1po1Edk2NG81KBr8,순 의,692,162,73,False,False,False,False,ANx2cdM3kTZ5LeYIIucwQn2uI1vsA97PjNciu1MVMp4l
70,GRANDMASTER,-hYkUlave9kKPOQWSJMLc3YGZyLtC8tHUkivLQ7MHfT7GF0,해 캄,546,656,633,True,False,False,False,So8EgE3usF31y7Wa-Bc2hNo109xbOnLyHNgWR3SCm32NdjW3n3thGq_N
71,GRANDMASTER,w29xpsIP8LB6iew--PpkPp2GjT60B2CUGa5hndgA9ODQLVk,jkjkjkjkk,682,920,894,True,False,False,False,6EpaZ-_a_jHrHLhIT91M6cwMjv5yJkpMgIeAhzFmI_yCzDw
72,GRANDMASTER,usut57fGLHlH8O-VVodKkqX3z8uVstqNNIiNCkdU7IZPHbw,Excuse,432,380,353,False,False,False,True,leTegh6jNOOwBhS9gVABMC-3BMlK8TOfLk1hu88RXH3rjH0
73,GRANDMASTER,7PgFCHFEh8TVHPKA6fz4FQvC3G0DAQaWF5tHB48jqI3YKP8,성계차이,421,950,862,False,False,True,True,J6tTBT70f00XnyakCxkq1XBo-dUeJlZkS1DD1lx02-CWZbLDhfffBh83
74,GRANDMASTER,HARjxdW86PY3WfcogcGZg0rmzz1wGxeXZf0Ws_x68-D7dP0,kai xin chao ren,521,1233,1190,True,False,False,False,xjKYWRo7HKRaTyGqvGxoaXPE1J-_GiWowu_hLQ5R-yZ5Vn9fNxgI9bm2
75,GRANDMASTER,n-DRnADaL41F9Z6kUVrkEf0u0_KwCchsEtlT88ATNubzdYg,puluxiuka,689,959,936,True,False,False,False,aWy-I6U_N6VBR44WZLMiy_GG-ID8Y6cUXgp-5pSMUGJmwdRmstKFLiVV
76,GRANDMASTER,t_nRtaJjqfEBL9WVbsrOZhtRofc731y8KrdizDjhBlSakvc,Passive,446,339,236,True,False,False,False,MuesHLRa7qO8Xhm_ZrmpmcbMHjwR3Z3JMpekB7dWIVzWqQJDbKBHTvYw
77,GRANDMASTER,2BuHMnCcKG3bCx51hiTxY0IbQBrYl6LrfisApHsWMhZQCrk,Toskbox,341,753,708,True,False,False,False,IHp256wutEgVoO_axVzzHz65wH3uHrHkpS9wUEICMu32
78,GRANDMASTER,YzEK_W9o2zZY5O_hbiL_7PWKrl5LaT4GDBabQEWcSiAbx0g,랭겜에강한남자,458,453,406,False,False,False,False,fz7SGUSD4LaeHxm4AD96lTgnYHEgMx27phaX44xW6Rv0EsnROji32x_g
79,GRANDMASTER,4qCkWmaJ7OGUQCw7loQIoj7nH8sudBcLWJK8nWRbTJIG9Q,하이드,814,421,375,False,False,True,True,hajb-2uhyiTwfgxYDtR8zpdDta7syDuzXjjy3M4PnhBe
80,GRANDMASTER,7j4to4s1jq_j4ror09i056hlGErbrHgJjaivf-eJus-s-So,SeongHw4n,438,345,326,False,False,False,False,2f_ZmcYwjBx6KhqsnKPw2GXMsaHUz2Eu39uQzPcG0O4YjsA
81,GRANDMASTER,Nj0GuRfPNzHLs9G66kaRn8NyBBXjDa-4wKuumXWJpAhe_wE,아이슬란드로가다,587,969,920,True,False,False,False,3MiL8EJSyJ5QaR5I-9D41jDZP6ki-4TabIMu4VqIJQpA46t97CY5MiGJ
82,GRANDMASTER,jJJk9j-JDpCEE4bJATyFsMUMtcx_qDhcF0Ov5hnTO5cIFZg,로켓슝슝,521,218,179,False,False,False,False,5O_wUAg2FMtvC5JXdn2wqiuv25sYm1SIlNUrG28PIB2XBGMP3DHYL7ek
83,GRANDMASTER,XWGGQj-SGUQXh0DudpSBplihpEDb-kK6FRsn2y_dTjJ8QeUm,Bai jin Zhi Xing,502,398,303,False,False,True,True,oMzwMVlojYBLTzkK7tSSAUh6fJwma0w2ypA0HIbzbH-KWDan9fhtxcQg
84,GRANDMASTER,lXdWVodRpB1CPHJFWt1ZJwCOhNkt99T-QosQE-sNJHh5irA,졸리다람쥐,464,746,716,False,False,False,True,SVHcY3BQphlWgv13CDr63ojUxZOnOGaOo6kwnGCNMeD1xF3ywx7S_WIP
85,GRANDMASTER,5iW4qXa4SoRupyKh10IUacXRMvwACWrUMTM_EyQu4uFE9sk,xzwq,553,657,607,False,False,True,False,BbM7K8g-F2fUOeElsiChQ42OA6ZldHxRUKm_j9lFgDNgPI83YAr31O7B
86,GRANDMASTER,R5VOiy8Mjld46zA9i1SBrKUcJE-0GXI417GpfT0cAUtnnHU,보더콜리,625,724,707,True,False,False,False,lZs_Q-3u3EO989FT6iUVRQhmMZOAznLuwfuRrTSkS354snw
87,GRANDMASTER,kjfHQCaGAH35unZ8k_C_w_DW4hKkrG8aDQQONRkI-DIB44Y,liguopengdeyeye,370,201,190,False,False,False,False,KHlQ_ydUWQdKRHrxbfqqP9mpHuaPK_X5_L6dQ860cBXsWXU
88,GRANDMASTER,dVwzKkRKoWmuNr_mYQ2Yx7toYh7DmDNmazBpiRMxKMmHHl0,Awe BBakPyo,514,863,857,False,False,True,False,UZj9d6yfaiO8vMpNLlRlkl3b0REZWjOP0O116OaeudiDaas
89,GRANDMASTER,jbuHqlpmoS2iaBZbKpqLWPeYxdfG4j9Jf5MsNENTdDLVUX64,cutehuabao,587,997,849,False,False,True,True,2MM_2We99cdV9XpOIxNVLvr-dsYeaWJXeugYBNlX0uRIWpFN_Z0JZaA1
90,GRANDMASTER,5MsAtFU97gl9UHPOcLubgLTTDmFQLJU21Wf3NLZz6EihmiQ,cluewhat,702,246,210,False,False,True,True,nEf2vbpRWqmvwQ4JU-RJg2QpacffrmBm6a_JLD5qCme_
91,GRANDMASTER,7Lvu_qZsVi30EBxrkPrNxVp_EkkggRFAH3cjR8glNAdx-0U,Jianguoqiang,631,1073,1034,True,False,False,False,N-lAY9_KuGlUXXzWh_JjTHL36oqdUrZQlo3wXajoLjuBdmtySfZGQfTR
92,GRANDMASTER,7MA07FIgfD5HbZtXOea-WdeaUeGzSGNjhlPcrbAeDVgupUU,lwtcp,394,580,563,False,False,True,False,r46JH9955wcZfakI0IE39g7GbGQ8ljf0PjivgDKA--_F_hTQLWNX-BiA
93,GRANDMASTER,DIT9i8ZjZoPR1GflKg7ghO1Bsr1PllMhLeZxbnFlAx-KSA,Awe Dalseong,591,971,943,True,False,False,True,J4CuuGrRULBGr0BIU13h2OxPKsH5yhgp-456pOp_Ae68
94,GRANDMASTER,FBmESdVcYPVvwncIaJiuTT5k-V_GVIofj8Uc5nDHKxQ9140,DWG PABO,393,530,485,False,False,False,False,lawNcYEdNIaKIXQWQeYI8so3N0qFeR9jc7NC1kGXVzR6YhpV4TtTVuPV
95,GRANDMASTER,V-7jOfigRkdgnK3B-Zl4PNp5GDgRtRb7g2_itx28VTv0v-4,tofhqrptlwkr,664,214,150,False,False,False,True,1_oosPvHySG88HT0apTMO9Vy5cAyUTHOV0JmxfCzS2QqpF8
96,GRANDMASTER,wFo9nfhu2N7Ri692Kc5S4KFJJnhx0Tv8cE5hhdzNxpeAn6o,LOVE GD,463,605,570,True,False,False,True,mmKfNlKDrhOxfiSSuGJPzz92mdHsicatWiPJxHZhgAJwL3ZWM-vr7Dxb
97,GRANDMASTER,YweicHoJK5Q9i1CP9z7Ss9jU1Wk2m8wKFqcgMIjZDwFW5A4,wan jie bu fu,505,941,847,False,False,True,False,C7oCgolHsBXxQYjymjX7xcRCSg86NZc8XBvuzHqhIQ3RL5oTiYcHPhfe
98,GRANDMASTER,IYQlbScH1DqlMoiBKM38AxW-7f11AEI0QxBdNXCQDpbptSk,GuiLunMei1,544,870,842,False,False,True,False,4FTeyUTpnNMTJEJwdOpyf-uDzQN8lbntj9WHsSLJPY2YQ4I
99,GRANDMASTER,dgqX4e16YL2AEWnJCdEjnONPKVA5izF-ohGSk8kk70ap4KU,도법이자연스럽다,447,827,805,False,False,False,False,rqCcReMat3o95XBGRzxmk6mNPK_Z6FWhpDMvPO6uo0ylMvXUQXGJfOUv
100,GRANDMASTER,zYRhmjf9pDx-_mEzWVSNWjpE3r8KMxbyq7JCd67LGGMbqg,Dutch Coffee,484,368,315,False,False,True,False,Vdn1Frt5yY8WkcAY1XjfBayt5DSop7hgceBCZEFQQZ0
101,GRANDMASTER,Q27j9xdLzeO4hDBFD5BSAl0UYyiYfLXENmJqfQUmBjKKSfQ,Lehends,688,470,419,False,False,False,False,JK-5ikbDvS67QZNopOATTlUGGwF9HfHjDAbcVzPS7LwvnyY
102,GRANDMASTER,EvPmhqKEASYpJ1kG3608DmN9ODsRO5u6nCpA0gLNkmPQF8A,이 V,508,299,235,False,False,False,True,e5wLp5rM31vkj734NujyW7cuL_6dwkNQOzHPF_KtaAqPwVadcml1h1gf
103,GRANDMASTER,8wIti6nzkoxJeiBoLtPEoUQdsXv-ycUmSfYG6aa4-VASSkWz,kaidakaidakaida,458,730,657,False,False,True,False,62cxNHrcTpmlJmLn7z06v4S4XVk59nARerVqVyfv3jBQK8u-w5cGPx45
104,GRANDMASTER,SD4lLcyuBQ2gr1RXauBJDncQoIMF6fnfij8mAWRzyEQhS5M,방앗간호랑이,338,239,150,False,False,True,False,VWWbyMkLKFH4N8Le83E6JJK_M6iKx74XcHxsgCYvRHsZzWljt1KmnBMK
105,GRANDMASTER,jRyP-E1Nk03GOtovRVqYluKN1bvsFc17Mwy2YzpBScI0Wug,Broed7,459,335,235,False,False,True,False,Co0-TPXTaB6WitLnrDPuInolVdT6zJngHhodMzk4U3KS8PHIUE08Em9h
106,GRANDMASTER,DuJbZZmbkMEuYEkn6HsN-y26DgXoZPRPRNQTnwwT3UDiwwQ,nan yi hu xi,389,648,617,True,False,False,False,Y-h0ANxK9a1_DEfMLM3-iw27aXnp9fNmibfmDmxCuYmQP2skhUqhnr6Y
107,GRANDMASTER,YNDqwCwHCxxDkGc9br1wXztJT_Ix2ea3xZwLqDMIN9-78G0,hewon,614,515,451,False,False,False,False,Wlbw9EKaa_Yf9_7m5i_8-tHOz84bIXLqGLm5KkEMVYL6mYU7tC5mpemN
108,GRANDMASTER,QyKs-0QCjicl3JICkiq3rXNWpPsN53gy_XxaHv4YCyhql30,엔도르시 자하드,458,377,363,False,False,False,False,_ayUewVzeth1RbNSOHOT5RSmC8zTxTqSWomI_1jaKWTsm-U
