,0
1197,37.02781
1198,50.124977
1199,-58.669636
1200,-6.557393
1201,-22.888605
1202,-69.214645
1203,-72.91014
1204,13.774648
1205,-21.025375
1206,-16.981457
1207,9.886905
1208,68.852585
1209,28.257381
1210,50.86388
1211,74.99594
1212,-5.3888993
1213,-1.7979839
1214,-35.748306
1215,-66.17821
1216,-18.559423
1217,53.57314
1218,71.96484
1219,47.211124
1220,17.07268
1221,-46.634735
1222,-18.94478
1223,-3.160422
1224,-21.625162
1225,0.84441817
1226,30.570417
1227,-4.615329
1228,20.343817
1229,-37.374363
1230,-7.1287365
1231,58.91349
1232,4.3542714
1233,4.5563436
1234,12.953882
1235,6.74728
1236,10.54597
1237,-41.545753
1238,50.380802
1239,38.370293
1240,-69.47742
1241,-71.25801
1242,58.06287
1243,3.4497416
1244,15.276028
1245,-33.933853
1246,-76.67341
1247,-48.36855
1248,55.611374
1249,70.668686
1250,-35.317066
1251,77.40965
1252,70.168015
1253,72.57136
1254,-9.645639
1255,-6.004875
1256,-34.43156
1257,18.688984
1258,-4.59553
1259,61.92354
1260,44.617935
1261,17.251741
1262,32.40841
1263,-36.170776
1264,-6.623978
1265,-4.1138573
1266,51.110508
1267,56.19883
1268,-7.8335752
1269,15.10572
1270,47.228798
1271,6.501998
1272,-24.054375
1273,42.49622
1274,-61.000786
1275,-4.9096556
1276,35.854984
1277,-75.17837
1278,-72.53613
1279,78.11354
1280,-72.576965
1281,71.868324
1282,-13.535065
1283,-46.13939
1284,-0.9598
1285,18.225754
1286,-9.696295
1287,-50.477554
1288,-14.227565
1289,-37.730007
1290,13.958074
1291,-49.438656
1292,71.15355
1293,-27.739761
1294,-21.764446
1295,-41.662685
1296,-35.78468
1297,-17.914747
1298,-49.070225
1299,16.90879
1300,60.873695
1301,20.87911
1302,-25.295174
1303,-48.072186
1304,61.754112
1305,-60.669643
1306,-30.073074
1307,30.457047
1308,-31.152874
1309,4.263607
1310,-6.1115603
1311,4.7141557
1312,28.44893
1313,-65.736664
1314,47.12372
1315,23.978716
1316,-31.216238
1317,-53.79207
1318,13.811464
1319,-42.60899
1320,-65.518196
1321,-5.5612655
1322,-40.911003
1323,44.19
1324,-67.91643
1325,20.636715
1326,-52.23465
1327,-19.735899
1328,40.666042
1329,-22.112375
1330,-12.347131
1331,-51.833065
1332,-29.613642
1333,64.12841
1334,-6.870951
1335,-48.403233
1336,54.143692
1337,-13.870057
1338,-4.2244835
1339,33.28989
1340,-24.347988
1341,68.90811
1342,-19.28931
1343,-19.597427
1344,-2.7797904
1345,-24.942726
1346,-48.484646
1347,-43.103165
1348,56.400517
1349,47.656982
1350,32.50176
1351,18.038967
1352,15.091314
1353,-41.939034
1354,66.804565
1355,-16.894415
1356,-49.691643
1357,-36.29353
1358,35.594128
1359,-43.42157
1360,24.111086
1361,-2.3769336
1362,-5.084412
1363,-71.56712
1364,-8.199544
1365,-16.931805
1366,11.527695
1367,51.274216
1368,-41.91598
1369,71.80245
1370,26.071344
1371,-29.76637
1372,-22.848703
1373,-44.524
1374,11.782276
1375,-13.649957
1376,71.89519
1377,-44.676144
1378,59.67819
1379,-57.92824
1380,21.81371
1381,-69.45241
1382,-33.661522
1383,-74.47502
1384,-68.98385
1385,52.678276
1386,49.730495
1387,8.091686
1388,-37.29956
1389,36.429657
1390,39.899284
1391,52.66867
1392,-56.175526
1393,66.971855
1394,-10.306724
1395,-33.865894
1396,-70.26163
1397,37.100624
1398,74.6627
1399,18.40493
1400,51.02882
1401,-59.145176
1402,44.03209
1403,-0.9875828
1404,23.109512
1405,-28.864372
1406,-69.589584
1407,65.61886
1408,24.302683
1409,4.58153
1410,77.34669
1411,-53.268066
1412,0.1572776
1413,-60.03311
1414,-18.344643
1415,64.49337
1416,-4.3271847
1417,74.708694
1418,-63.94482
1419,12.30062
1420,-41.807487
1421,48.663364
1422,-14.437757
1423,36.8663
1424,-26.853086
1425,-16.63871
1426,-6.2883267
1427,18.734507
1428,-57.906662
1429,21.698416
1430,3.133389
1431,-22.141895
1432,-62.254635
1433,-5.216694
1434,-53.01871
1435,48.585526
1436,12.456658
1437,-28.852549
1438,14.886522
1439,-0.29847914
1440,-47.51724
1441,31.178896
1442,-62.635773
1443,75.72509
1444,-14.745487
1445,76.80107
1446,11.437134
1447,9.955295
1448,-58.7673
1449,-66.94748
1450,-58.294773
1451,-58.407818
1452,-33.681393
1453,17.233711
1454,21.094145
1455,54.757576
1456,45.954346
1457,35.9847
1458,68.25207
1459,-42.093872
1460,-35.587536
1461,-22.079191
1462,-25.97298
1463,5.319157
1464,-58.07808
1465,-36.41616
1466,-12.008803
1467,-28.796112
1468,24.062353
1469,41.65682
1470,9.68887
1471,-65.46087
1472,40.669598
1473,24.174713
1474,-18.269543
1475,30.10552
1476,14.727622
1477,23.804672
1478,31.929283
1479,-9.570039
1480,38.882904
1481,-38.469227
1482,-32.55045
1483,17.519058
1484,-30.615017
1485,46.36145
1486,-28.226301
1487,3.244693
1488,-34.43894
1489,8.499918
1490,-6.981135
1491,-19.274076
1492,48.384377
1493,-14.648973
1494,45.895103
1495,-30.958809
1496,1.9925374
1497,-43.20454
1498,57.0616
1499,48.11831
1500,34.974747
1501,-24.899092
1502,6.647392
1503,-9.070112
1504,-0.89632654
1505,35.04822
1506,-12.082002
1507,26.157959
1508,-9.891832
1509,17.800146
1510,-33.141968
1511,-33.460526
1512,14.783981
1513,38.976192
1514,-45.01544
1515,22.25491
1516,-15.362883
1517,9.146979
1518,-40.61873
1519,10.869231
1520,58.793007
1521,48.150204
1522,-51.195232
1523,16.914396
1524,65.951775
1525,5.393544
1526,-15.241627
1527,-15.750894
1528,-13.350438
1529,27.627497
1530,-41.067173
1531,0.51990384
1532,14.87064
1533,-34.40705
1534,73.39625
1535,-17.026802
1536,22.686028
1537,-21.432297
1538,-19.494164
1539,-34.404457
1540,-32.85525
1541,-8.109945
1542,1.1230919
1543,-52.720966
1544,57.76114
1545,47.01237
1546,32.09272
1547,5.645035
1548,8.42368
1549,-9.368087
1550,13.109437
1551,-55.088917
1552,43.949627
1553,13.6108055
1554,-56.35934
1555,34.388054
1556,-23.601673
1557,7.9908357
1558,-20.53232
1559,47.750854
1560,43.93216
1561,72.294876
1562,42.59394
1563,-3.1516194
1564,-47.401215
1565,-23.285824
1566,43.886074
1567,3.2162952
1568,76.61028
1569,24.344406
1570,16.297789
1571,29.825375
1572,50.254
1573,-70.75542
1574,76.035614
1575,-73.19922
1576,78.37834
1577,-19.447903
1578,72.22283
1579,52.451317
1580,68.149826
1581,-5.362482
1582,8.663764
1583,64.99462
1584,-31.822245
1585,40.868847
1586,51.89428
1587,58.086384
1588,-72.657005
1589,63.790363
1590,-50.449276
1591,-20.6205
1592,-41.81141
1593,0.5428593
1594,-60.21418
1595,34.773804
1596,-10.225061
1597,33.48227
1598,22.199924
1599,5.4037256
1600,-14.759533
1601,61.484978
1602,64.16426
1603,-38.446335
1604,-24.038712
1605,-51.18283
1606,21.099178
1607,14.769392
1608,32.368282
