,gameId,teamId,champ_WR_dif,user_champ_WR,top_tier,jug_tier,mid_tier,carry_tier,support_tier,c_top_tier,c_jug_tier,c_mid_tier,c_carry_tier,c_support_tier,slayer,tank,fighter,mage,marksman,controller,c_slayer,c_tank,c_fighter,c_mage,c_marksman,c_controller,match_cnt,win
0,4682779055,100,-0.004640000000000033,60.4,1.0,1.0,1.0,4.0,1.0,1.0,4.0,2.0,2.0,2.0,1.0,2.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,176.6,True
0,4682788319,200,0.009500000000000008,54.8,5.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,5.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,229.2,True
0,4683297690,100,-0.0015800000000000037,48.2,2.0,2.0,5.0,2.0,5.0,3.0,1.0,5.0,4.0,2.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,42.0,True
0,4683368174,100,-0.015459999999999996,40.0,1.0,6.0,2.0,3.0,2.0,1.0,4.0,1.0,4.0,2.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,22.4,False
0,4684286900,200,-0.005100000000000005,56.2,2.0,6.0,2.0,2.0,3.0,4.0,3.0,6.0,4.0,2.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,21.0,True
0,4684421106,200,0.019019999999999992,42.2,2.0,3.0,2.0,5.0,2.0,2.0,4.0,3.0,1.0,3.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,15.8,False
0,4684447030,200,-0.0018000000000000238,54.2,1.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,147.8,False
0,4684697087,100,0.017759999999999998,60.2,4.0,4.0,4.0,6.0,3.0,5.0,3.0,1.0,4.0,2.0,2.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,175.2,True
0,4685341065,200,-0.012199999999999989,66.4,6.0,4.0,2.0,2.0,2.0,4.0,2.0,4.0,6.0,3.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,299.4,True
0,4685481564,100,-0.0241,58.2,3.0,3.0,2.0,2.0,5.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,112.0,True
0,4685508320,200,-0.0030999999999999917,59.6,2.0,1.0,1.0,2.0,5.0,3.0,4.0,5.0,5.0,2.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,55.2,False
0,4685986275,200,0.005039999999999966,57.6,1.0,1.0,1.0,2.0,6.0,1.0,1.0,5.0,2.0,2.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,65.8,True
0,4686200545,100,0.000660000000000005,58.8,3.0,2.0,6.0,6.0,2.0,2.0,3.0,4.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,49.6,True
0,4686227364,100,-0.0054800000000000074,43.6,5.0,3.0,5.0,5.0,3.0,5.0,3.0,3.0,1.0,6.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0,1.0,0.0,381.4,False
0,4686246546,100,-0.013460000000000017,49.4,3.0,3.0,1.0,2.0,2.0,6.0,1.0,2.0,4.0,5.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,29.2,True
0,4686296908,100,0.021419999999999984,51.6,4.0,2.0,1.0,6.0,2.0,3.0,4.0,3.0,5.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,143.8,True
0,4686534648,200,-0.009820000000000018,56.8,4.0,1.0,1.0,2.0,2.0,5.0,2.0,2.0,5.0,4.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,67.4,True
0,4686580843,200,-0.004520000000000035,54.2,4.0,1.0,1.0,2.0,2.0,1.0,1.0,6.0,3.0,3.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,67.8,False
0,4686794195,100,0.01257999999999998,46.0,4.0,3.0,1.0,1.0,1.0,5.0,2.0,4.0,2.0,3.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,59.4,False
0,4686807090,200,-0.0010400000000000075,27.0,3.0,2.0,2.0,5.0,5.0,2.0,4.0,1.0,2.0,3.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,45.0,False
0,4686903251,100,0.0002800000000000136,62.4,5.0,2.0,5.0,1.0,3.0,6.0,2.0,6.0,2.0,4.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,19.2,True
0,4686970482,200,0.002859999999999985,45.0,2.0,3.0,6.0,3.0,5.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,3.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,6.0,False
0,4687087792,100,0.021940000000000015,46.6,2.0,1.0,1.0,3.0,2.0,4.0,2.0,5.0,4.0,3.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,94.4,False
0,4687224819,200,-0.026739999999999996,56.8,2.0,4.0,6.0,2.0,1.0,2.0,1.0,2.0,4.0,4.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,2.0,0.0,153.8,True
0,4687525648,100,0.002379999999999982,61.4,1.0,4.0,2.0,2.0,2.0,3.0,1.0,3.0,3.0,3.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,97.0,True
0,4687738205,100,-0.0012199999999999989,53.0,6.0,3.0,3.0,1.0,1.0,3.0,2.0,6.0,2.0,3.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0,302.0,True
0,4688027943,200,-0.004100000000000037,51.2,2.0,1.0,3.0,2.0,2.0,1.0,3.0,3.0,2.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,87.2,False
0,4688041154,100,-0.0006200000000000094,57.2,2.0,4.0,1.0,2.0,5.0,2.0,1.0,2.0,1.0,4.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,107.8,True
0,4688285546,100,-0.047139999999999994,53.8,5.0,2.0,6.0,2.0,2.0,1.0,4.0,3.0,4.0,2.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,42.4,False
0,4688441634,200,0.009440000000000004,52.6,2.0,3.0,2.0,1.0,4.0,1.0,2.0,2.0,2.0,3.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,54.4,False
0,4688490933,200,-0.008960000000000001,55.0,1.0,4.0,3.0,2.0,3.0,2.0,2.0,1.0,3.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,164.4,True
0,4688691880,100,-0.022099999999999988,55.6,2.0,6.0,3.0,6.0,3.0,4.0,2.0,3.0,5.0,5.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,1.0,269.2,False
0,4688794964,100,0.00796,65.0,4.0,2.0,2.0,6.0,3.0,5.0,3.0,2.0,2.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,150.4,True
0,4689603161,200,-0.019720000000000005,59.6,4.0,3.0,3.0,2.0,2.0,3.0,4.0,3.0,2.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,117.2,True
0,4689685776,100,0.006420000000000014,61.0,6.0,4.0,1.0,5.0,2.0,2.0,2.0,2.0,2.0,5.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,77.0,True
0,4689718201,100,0.017879999999999986,53.4,2.0,4.0,3.0,1.0,2.0,4.0,3.0,2.0,2.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,42.0,True
0,4689730512,100,0.024060000000000005,65.8,1.0,3.0,6.0,1.0,3.0,1.0,2.0,4.0,3.0,2.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,37.0,True
0,4689737664,100,0.006079999999999997,56.2,3.0,3.0,1.0,1.0,4.0,2.0,3.0,5.0,3.0,4.0,1.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,87.0,True
0,4689859631,100,-0.014000000000000012,50.0,4.0,2.0,2.0,2.0,1.0,3.0,4.0,1.0,5.0,5.0,0.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,46.0,False
0,4689892345,200,-0.027759999999999972,44.6,1.0,2.0,1.0,1.0,1.0,2.0,3.0,6.0,5.0,5.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,58.6,False
0,4689910270,200,0.028079999999999994,58.8,2.0,2.0,5.0,2.0,5.0,3.0,1.0,6.0,1.0,6.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,26.6,True
0,4689947460,200,0.012139999999999995,63.2,2.0,2.0,5.0,4.0,1.0,6.0,2.0,2.0,5.0,5.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,19.2,True
0,4690059853,200,0.013899999999999968,55.0,3.0,3.0,4.0,2.0,3.0,1.0,4.0,2.0,2.0,3.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,286.4,True
0,4690278349,100,0.00988000000000001,47.8,1.0,3.0,2.0,4.0,3.0,2.0,2.0,3.0,1.0,5.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,94.4,False
0,4690392348,100,0.0026599999999999957,51.2,2.0,6.0,2.0,3.0,1.0,6.0,2.0,2.0,2.0,3.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,90.0,False
0,4690450012,100,0.006740000000000024,55.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,5.0,6.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,178.4,False
0,4690640724,100,0.004459999999999997,33.8,6.0,4.0,2.0,5.0,4.0,4.0,3.0,2.0,2.0,5.0,0.0,0.0,3.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,8.6,False
0,4691661786,100,0.001540000000000008,38.0,5.0,4.0,3.0,5.0,5.0,3.0,3.0,6.0,2.0,3.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,3.0,0.0,54.8,True
0,4691977209,100,0.027479999999999984,50.6,2.0,3.0,3.0,1.0,1.0,3.0,2.0,4.0,2.0,1.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,18.4,False
0,4692209030,100,0.0015399999999999969,58.6,6.0,3.0,1.0,5.0,3.0,6.0,3.0,2.0,2.0,5.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,3.0,0.0,1.0,1.0,62.6,True
0,4692545136,100,-0.005659999999999998,54.0,3.0,5.0,1.0,3.0,2.0,5.0,4.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,41.8,False
0,4692825602,100,-0.012960000000000027,52.4,2.0,2.0,2.0,3.0,2.0,1.0,1.0,2.0,5.0,5.0,0.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,149.2,False
0,4693077781,100,0.0021199999999999774,57.4,2.0,3.0,4.0,1.0,1.0,6.0,4.0,2.0,4.0,3.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,126.2,False
0,4693336737,200,0.008379999999999988,58.2,2.0,3.0,3.0,5.0,2.0,6.0,6.0,5.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,34.6,True
0,4693342645,200,-0.012380000000000013,60.4,2.0,4.0,3.0,2.0,2.0,6.0,4.0,2.0,5.0,2.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,42.6,True
0,4693594815,100,0.03923999999999998,55.4,5.0,1.0,2.0,2.0,1.0,4.0,2.0,5.0,4.0,4.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,1.0,1.0,0.0,166.0,True
0,4693719683,100,0.0029200000000000003,46.2,3.0,2.0,3.0,1.0,2.0,2.0,3.0,3.0,3.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,55.8,False
0,4694010356,100,-0.0026800000000000157,63.2,5.0,1.0,3.0,3.0,5.0,1.0,3.0,3.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,2.0,0.0,1.0,0.0,59.2,True
0,4694011825,100,-0.0024000000000000132,54.2,6.0,2.0,6.0,3.0,2.0,4.0,3.0,3.0,2.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,91.2,True
0,4694036247,100,-0.012219999999999986,52.0,3.0,3.0,3.0,2.0,5.0,2.0,4.0,3.0,5.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,60.2,False
0,4694173289,100,-0.001100000000000012,57.0,3.0,2.0,2.0,2.0,3.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,116.8,False
0,4694180768,200,-0.0021599999999999953,59.8,5.0,1.0,3.0,4.0,5.0,5.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,57.4,True
0,4694275088,100,0.005799999999999983,54.4,2.0,5.0,2.0,1.0,3.0,6.0,3.0,5.0,2.0,2.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,19.8,True
0,4694346042,200,0.006159999999999999,47.0,4.0,3.0,2.0,2.0,1.0,6.0,3.0,2.0,1.0,2.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,83.6,False
0,4694441392,200,-0.010699999999999987,64.0,2.0,1.0,3.0,3.0,2.0,6.0,3.0,2.0,2.0,2.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,67.4,True
0,4695431727,200,-0.005059999999999998,68.0,1.0,4.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,29.6,True
0,4695477410,200,-0.016200000000000013,60.8,2.0,3.0,5.0,4.0,3.0,3.0,2.0,5.0,4.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,17.2,True
0,4695687784,100,0.007359999999999978,51.6,2.0,1.0,2.0,4.0,3.0,1.0,2.0,1.0,2.0,5.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,148.0,True
0,4695921608,100,0.010199999999999976,56.0,2.0,2.0,2.0,2.0,3.0,5.0,3.0,4.0,4.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,225.2,False
0,4696068509,100,0.002839999999999987,59.6,1.0,1.0,2.0,3.0,2.0,4.0,1.0,1.0,2.0,1.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,79.6,False
0,4696333233,100,-0.01110000000000001,41.8,3.0,3.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,5.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,68.2,False
0,4696750861,100,-0.014979999999999993,54.2,3.0,3.0,1.0,2.0,2.0,1.0,2.0,3.0,5.0,4.0,2.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,15.2,True
0,4696786465,200,0.0034800000000000165,59.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0,6.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,202.6,True
0,4696971521,200,0.0033399999999999762,60.0,1.0,5.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,4.0,0.0,1.0,2.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,39.6,False
0,4696979369,200,-0.013519999999999954,64.0,3.0,2.0,3.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,55.4,True
0,4697201563,100,0.018399999999999993,55.8,1.0,3.0,2.0,3.0,1.0,3.0,4.0,4.0,3.0,3.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,92.4,True
0,4697290724,200,-0.016879999999999985,49.6,2.0,3.0,5.0,3.0,5.0,2.0,2.0,2.0,2.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,38.2,False
0,4697304746,200,0.005359999999999987,55.8,4.0,2.0,2.0,4.0,2.0,1.0,1.0,3.0,3.0,4.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,156.2,False
0,4697368683,100,0.0025000000000000135,55.0,2.0,3.0,3.0,1.0,2.0,4.0,2.0,2.0,3.0,1.0,0.0,1.0,3.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,115.4,False
0,4697599286,100,-0.0005000000000000004,49.0,1.0,5.0,1.0,3.0,2.0,1.0,2.0,2.0,4.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,10.6,False
0,4697624932,100,0.005899999999999961,54.6,3.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,2.0,5.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,75.4,False
0,4698374929,200,-0.010139999999999972,47.2,5.0,2.0,4.0,1.0,4.0,6.0,1.0,2.0,4.0,5.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,85.2,False
0,4698509401,100,0.012659999999999994,59.2,3.0,1.0,3.0,1.0,2.0,5.0,4.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,367.0,True
0,4698518406,100,0.008420000000000006,46.8,3.0,1.0,3.0,2.0,2.0,1.0,3.0,3.0,2.0,4.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,71.8,True
0,4698722678,100,0.014579999999999982,60.8,1.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,85.2,True
0,4698743541,100,0.014279999999999992,50.8,3.0,4.0,2.0,2.0,1.0,5.0,6.0,2.0,1.0,4.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,183.2,False
0,4698810859,200,-0.00494,58.0,1.0,1.0,4.0,3.0,2.0,3.0,1.0,2.0,2.0,3.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,152.4,True
0,4698832256,200,-0.03802000000000001,43.4,2.0,3.0,4.0,1.0,1.0,3.0,3.0,3.0,2.0,4.0,2.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,69.8,False
0,4698844212,200,0.007319999999999993,56.4,6.0,2.0,3.0,5.0,5.0,4.0,4.0,2.0,2.0,2.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,2.0,1.0,1.0,0.0,141.6,False
0,4698881904,100,0.00024000000000000686,57.6,5.0,1.0,6.0,2.0,5.0,2.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,2.0,1.0,1.0,0.0,97.2,False
0,4699126238,200,-0.00766,45.8,2.0,2.0,2.0,2.0,3.0,1.0,2.0,1.0,4.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,114.4,False
0,4699153311,200,-0.03275999999999999,61.8,6.0,4.0,1.0,5.0,2.0,1.0,6.0,2.0,3.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,39.2,True
0,4699254985,200,-0.010480000000000012,64.2,3.0,3.0,3.0,2.0,5.0,3.0,2.0,3.0,2.0,2.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,67.0,False
0,4699400709,100,-0.007500000000000029,53.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,3.0,0.0,0.0,1.0,0.0,420.4,False
0,4699470344,200,0.0049200000000000025,52.6,2.0,2.0,1.0,3.0,3.0,5.0,3.0,3.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,10.2,True
0,4699474622,100,-0.003259999999999985,48.0,3.0,6.0,3.0,4.0,2.0,2.0,2.0,3.0,2.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,67.4,False
0,4699515738,100,-0.016000000000000004,52.2,2.0,4.0,3.0,4.0,1.0,1.0,2.0,6.0,4.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,46.2,False
0,4699571165,200,-0.011520000000000008,54.4,2.0,2.0,5.0,1.0,5.0,6.0,1.0,1.0,4.0,2.0,0.0,1.0,0.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,2.0,1.0,237.0,False
0,4699587881,100,0.009200000000000031,52.2,6.0,2.0,1.0,2.0,3.0,2.0,3.0,6.0,1.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,547.2,True
0,4699589385,100,-0.015500000000000003,58.2,1.0,3.0,2.0,2.0,3.0,1.0,3.0,2.0,1.0,2.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,74.4,False
0,4699770759,100,0.01864000000000001,48.0,2.0,4.0,4.0,1.0,1.0,5.0,4.0,3.0,4.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,39.6,False
0,4699917936,200,0.012699999999999979,27.4,1.0,2.0,2.0,2.0,1.0,1.0,5.0,6.0,3.0,2.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,6.8,False
0,4700797384,200,-0.012,58.8,2.0,3.0,1.0,1.0,1.0,3.0,4.0,2.0,1.0,4.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,2.0,0.0,51.6,True
0,4700842688,100,0.019480000000000008,59.2,2.0,4.0,6.0,1.0,5.0,3.0,3.0,3.0,2.0,1.0,0.0,0.0,2.0,0.0,1.0,2.0,2.0,0.0,2.0,0.0,1.0,0.0,38.8,True
0,4700872317,200,0.00424000000000001,52.0,3.0,1.0,3.0,5.0,2.0,4.0,3.0,3.0,2.0,4.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,0.0,3.0,0.0,1.0,0.0,68.6,False
0,4701202272,100,0.024539999999999985,55.8,2.0,2.0,1.0,1.0,5.0,2.0,3.0,4.0,2.0,6.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,20.4,False
0,4701227311,100,-0.005920000000000014,80.8,3.0,2.0,4.0,4.0,2.0,2.0,3.0,2.0,2.0,3.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,129.6,True
0,4701231951,200,0.005519999999999992,51.0,5.0,1.0,2.0,2.0,3.0,1.0,3.0,2.0,2.0,4.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,58.6,False
0,4701280947,200,0.006299999999999995,62.6,2.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,1.0,0.0,1.0,3.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,64.2,True
0,4701318700,100,0.026559999999999983,60.2,2.0,3.0,3.0,1.0,1.0,5.0,2.0,4.0,4.0,4.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,100.6,True
0,4701363218,100,0.00040000000000002257,40.8,2.0,1.0,2.0,4.0,1.0,3.0,4.0,1.0,5.0,6.0,0.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,157.8,False
0,4701374661,200,-0.01596000000000003,57.6,3.0,4.0,5.0,2.0,3.0,2.0,3.0,3.0,4.0,3.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,172.0,False
0,4701407714,100,-0.003680000000000028,52.8,4.0,1.0,5.0,2.0,4.0,4.0,4.0,3.0,4.0,2.0,1.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,168.6,False
0,4701464410,200,0.01818000000000001,57.0,4.0,3.0,3.0,6.0,1.0,4.0,6.0,3.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,126.0,False
0,4701640628,200,-0.021719999999999996,60.6,1.0,4.0,3.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,59.0,True
0,4701669189,200,0.023799999999999988,56.4,1.0,2.0,3.0,3.0,3.0,4.0,4.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,153.8,False
0,4702043630,200,-0.010260000000000002,57.0,3.0,4.0,3.0,4.0,3.0,4.0,2.0,6.0,3.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,2.0,0.0,2.0,1.0,115.4,False
0,4702066472,100,-0.0008199999999999985,58.8,2.0,3.0,2.0,1.0,3.0,3.0,2.0,2.0,4.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,298.8,False
