,gameId,teamId,champ_WR_dif,user_champ_WR,top_tier,jug_tier,mid_tier,carry_tier,support_tier,c_top_tier,c_jug_tier,c_mid_tier,c_carry_tier,c_support_tier,slayer,tank,fighter,mage,marksman,controller,c_slayer,c_tank,c_fighter,c_mage,c_marksman,c_controller,match_cnt,win
0,4736409238,200,0.016199999999999982,52.2,1.0,2.0,1.0,2.0,3.0,5.0,4.0,1.0,1.0,6.0,2.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,29.4,True
0,4736414755,100,-0.020000000000000018,55.0,1.0,3.0,3.0,2.0,4.0,2.0,4.0,1.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,65.2,False
0,4736432297,100,0.008220000000000005,56.4,2.0,1.0,2.0,2.0,2.0,2.0,4.0,2.0,4.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,65.6,False
0,4736455019,100,-0.004460000000000008,47.0,3.0,1.0,4.0,3.0,5.0,3.0,3.0,5.0,2.0,3.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,3.0,0.0,2.0,0.0,35.2,False
0,4736459715,100,0.010099999999999987,47.0,4.0,2.0,2.0,5.0,5.0,3.0,3.0,2.0,4.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,149.2,True
0,4736470948,200,-0.014500000000000002,52.4,2.0,1.0,2.0,2.0,1.0,2.0,1.0,6.0,4.0,2.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,144.6,True
0,4736513205,200,0.010199999999999976,40.2,5.0,4.0,2.0,4.0,3.0,1.0,3.0,2.0,4.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,57.6,False
0,4736528002,200,0.003100000000000003,54.2,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,25.0,True
0,4736542055,200,0.004980000000000007,54.2,2.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,1.0,4.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,2.0,0.0,8.4,True
0,4736674292,200,0.003039999999999976,60.2,1.0,3.0,2.0,2.0,2.0,2.0,4.0,3.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,72.4,False
0,4736694239,200,0.02450000000000001,60.6,5.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,188.2,False
0,4736706399,200,0.009699999999999997,54.2,3.0,5.0,3.0,1.0,1.0,2.0,2.0,1.0,5.0,6.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,36.8,True
0,4736805014,200,-0.009179999999999999,47.8,2.0,4.0,3.0,4.0,1.0,3.0,3.0,1.0,2.0,4.0,1.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,56.6,True
0,4736806484,200,0.004899999999999993,57.6,4.0,2.0,2.0,5.0,5.0,6.0,3.0,5.0,3.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,94.4,False
0,4736846550,200,0.016860000000000007,51.0,2.0,3.0,2.0,5.0,2.0,5.0,2.0,1.0,6.0,5.0,0.0,1.0,3.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,202.0,False
0,4736859455,200,-0.007260000000000022,49.6,2.0,3.0,4.0,5.0,1.0,2.0,3.0,4.0,2.0,3.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,431.4,False
0,4736872166,200,0.005719999999999992,55.2,3.0,1.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,114.4,True
0,4736887431,200,-0.01100000000000002,50.4,2.0,4.0,6.0,2.0,4.0,5.0,3.0,5.0,2.0,3.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,256.8,True
0,4737096118,100,0.001440000000000008,51.4,3.0,1.0,2.0,4.0,1.0,2.0,2.0,4.0,2.0,2.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,89.6,False
0,4737149357,100,-0.003180000000000016,51.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,0.0,2.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,144.4,False
0,4737180959,100,0.02033999999999997,56.4,1.0,3.0,1.0,3.0,5.0,1.0,4.0,4.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,188.2,True
0,4737193458,100,0.04092,59.4,4.0,4.0,3.0,1.0,1.0,5.0,3.0,2.0,6.0,6.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,112.6,True
0,4737224562,200,0.018039999999999966,53.4,6.0,5.0,3.0,2.0,5.0,6.0,2.0,6.0,6.0,5.0,1.0,0.0,0.0,3.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,37.8,False
0,4737246821,100,0.0036599999999999966,45.0,4.0,1.0,4.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,52.2,False
0,4737311365,100,0.013279999999999981,49.2,6.0,2.0,3.0,2.0,3.0,4.0,3.0,2.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,294.4,True
0,4737317654,200,0.006900000000000017,51.6,3.0,2.0,2.0,1.0,3.0,2.0,3.0,3.0,2.0,5.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,91.2,False
0,4737335348,100,0.014979999999999993,57.8,2.0,3.0,2.0,3.0,3.0,1.0,3.0,5.0,4.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,3.0,0.0,1.0,0.0,177.8,True
0,4737348633,100,0.010559999999999958,62.2,1.0,4.0,4.0,2.0,1.0,3.0,3.0,3.0,2.0,2.0,0.0,1.0,2.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,138.6,True
0,4737421105,100,0.02035999999999998,62.4,1.0,4.0,6.0,3.0,2.0,1.0,3.0,3.0,4.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,85.4,True
0,4737483988,100,0.0034399999999999873,56.6,4.0,1.0,3.0,2.0,3.0,5.0,3.0,2.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,91.0,True
0,4737486721,200,0.026039999999999987,46.4,4.0,2.0,4.0,4.0,3.0,3.0,1.0,3.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,3.0,0.0,44.0,False
0,4737488218,200,-0.014880000000000004,57.4,2.0,1.0,2.0,5.0,2.0,1.0,2.0,6.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,1.0,0.0,78.0,True
0,4737526668,100,-0.0012799999999999923,58.8,6.0,3.0,1.0,4.0,4.0,1.0,5.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,109.6,True
0,4737552048,200,0.0008599999999999608,54.6,4.0,3.0,3.0,2.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,75.2,False
0,4737650625,200,-0.005279999999999996,45.2,2.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,85.0,False
0,4737664957,100,0.014479999999999982,56.0,1.0,3.0,3.0,2.0,2.0,2.0,3.0,5.0,4.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,63.6,True
0,4737674909,200,-0.003620000000000001,53.8,1.0,3.0,2.0,4.0,2.0,4.0,1.0,1.0,4.0,4.0,0.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,107.0,False
0,4737724838,200,0.018360000000000008,40.0,3.0,6.0,3.0,3.0,4.0,2.0,2.0,2.0,4.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,1.0,1.0,4.2,False
0,4737748564,200,0.026160000000000017,85.8,3.0,4.0,3.0,5.0,3.0,1.0,2.0,3.0,6.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,11.2,True
0,4737789014,200,0.014759999999999995,50.6,1.0,3.0,4.0,3.0,3.0,6.0,1.0,2.0,4.0,2.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,118.8,False
0,4737802909,200,0.01020000000000002,54.6,3.0,3.0,1.0,2.0,3.0,2.0,5.0,6.0,2.0,5.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,150.8,False
0,4737827789,100,-0.019979999999999987,34.2,2.0,3.0,1.0,4.0,6.0,3.0,1.0,3.0,1.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,9.6,False
0,4737839826,200,0.0029000000000000024,79.0,1.0,3.0,3.0,2.0,1.0,5.0,1.0,2.0,6.0,6.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,26.2,True
0,4737852672,200,0.011759999999999982,60.6,3.0,3.0,5.0,4.0,4.0,4.0,3.0,6.0,2.0,1.0,0.0,0.0,3.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,26.8,False
0,4737928931,100,0.012339999999999985,56.0,4.0,2.0,2.0,4.0,1.0,4.0,1.0,2.0,3.0,2.0,0.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,190.4,False
0,4737946182,200,9.999999999998899e-05,54.8,1.0,2.0,1.0,2.0,1.0,2.0,4.0,2.0,2.0,1.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,7.8,True
0,4737950727,200,-0.012340000000000018,41.4,2.0,4.0,2.0,3.0,2.0,5.0,1.0,2.0,1.0,2.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,121.0,False
0,4737959477,200,0.020599999999999997,53.8,2.0,3.0,3.0,4.0,3.0,2.0,3.0,6.0,4.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0,28.8,True
0,4737968533,100,0.030419999999999947,57.0,1.0,2.0,3.0,1.0,2.0,2.0,3.0,5.0,5.0,3.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,5.8,True
0,4738049924,100,-0.021140000000000013,57.2,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,21.8,True
0,4738050339,100,-0.0023199999999999775,55.4,3.0,3.0,4.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,3.0,0.0,1.0,0.0,249.6,True
0,4738052167,200,0.0016400000000000082,60.2,2.0,3.0,4.0,1.0,5.0,6.0,2.0,3.0,4.0,3.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,257.2,False
0,4738281051,200,0.01841999999999997,43.6,2.0,1.0,1.0,3.0,1.0,1.0,4.0,2.0,2.0,2.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,79.6,False
0,4738314529,200,0.030420000000000003,51.8,3.0,3.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,4.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,98.4,True
0,4738342694,200,0.022719999999999997,54.2,6.0,3.0,2.0,2.0,3.0,1.0,1.0,3.0,4.0,2.0,0.0,0.0,1.0,1.0,3.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,383.0,False
0,4738462108,200,0.007780000000000009,55.0,3.0,2.0,6.0,5.0,1.0,4.0,2.0,1.0,2.0,4.0,0.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,205.0,True
0,4738600096,200,0.00935999999999999,57.6,2.0,2.0,4.0,1.0,3.0,1.0,4.0,4.0,4.0,1.0,0.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,49.6,True
0,4738643410,200,0.00381999999999999,49.4,2.0,2.0,5.0,1.0,2.0,1.0,2.0,2.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,21.4,False
0,4738648886,100,-0.003820000000000012,51.6,3.0,2.0,3.0,4.0,1.0,5.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,37.2,True
0,4738687810,200,-2.2204460492503132e-17,55.4,4.0,3.0,5.0,1.0,2.0,5.0,4.0,1.0,2.0,4.0,0.0,1.0,0.0,2.0,2.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,21.6,False
0,4738777702,100,-0.00033999999999999585,56.0,2.0,1.0,5.0,4.0,4.0,1.0,3.0,2.0,1.0,2.0,0.0,2.0,0.0,2.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,68.6,True
0,4738796515,200,0.006559999999999999,58.6,2.0,5.0,6.0,1.0,5.0,6.0,3.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,79.0,True
0,4738797583,100,-0.009020000000000005,60.4,2.0,2.0,3.0,4.0,2.0,1.0,3.0,2.0,2.0,4.0,0.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,247.8,True
0,4738800222,200,0.015059999999999995,52.6,4.0,3.0,2.0,4.0,4.0,1.0,3.0,2.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,23.2,False
0,4738833718,100,-0.01886,49.0,2.0,3.0,2.0,2.0,5.0,2.0,3.0,4.0,1.0,2.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,22.8,False
0,4738845395,100,0.01904,54.6,3.0,3.0,3.0,5.0,3.0,4.0,3.0,1.0,2.0,5.0,0.0,0.0,2.0,1.0,1.0,1.0,3.0,0.0,0.0,1.0,1.0,0.0,34.8,True
0,4738848141,100,0.008240000000000015,53.0,4.0,2.0,2.0,1.0,4.0,1.0,3.0,1.0,1.0,4.0,0.0,1.0,2.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,12.0,True
0,4738877433,200,0.014380000000000004,54.4,3.0,1.0,3.0,3.0,4.0,1.0,1.0,2.0,2.0,5.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,35.6,True
0,4738972119,100,0.005520000000000002,50.0,3.0,2.0,4.0,4.0,2.0,2.0,1.0,4.0,1.0,3.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,238.0,True
0,4739020573,200,-0.0045799999999999955,52.8,2.0,1.0,2.0,2.0,3.0,5.0,3.0,6.0,2.0,2.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,64.6,False
0,4739053317,100,0.01866,62.6,6.0,2.0,1.0,2.0,3.0,3.0,3.0,4.0,3.0,4.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,2.0,0.0,14.4,True
0,4739073933,100,-0.017000000000000015,59.6,3.0,2.0,6.0,2.0,2.0,2.0,4.0,2.0,1.0,3.0,0.0,0.0,3.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,160.8,True
0,4739089511,100,-0.007040000000000002,28.4,1.0,3.0,2.0,5.0,2.0,2.0,3.0,2.0,2.0,5.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,8.2,False
0,4739096893,100,0.002979999999999994,56.4,3.0,4.0,3.0,5.0,2.0,1.0,3.0,3.0,1.0,4.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,143.6,False
0,4739157689,200,0.003499999999999992,56.4,6.0,1.0,1.0,2.0,5.0,2.0,4.0,2.0,1.0,3.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,181.8,False
0,4739208008,100,-0.013360000000000006,50.8,1.0,3.0,2.0,3.0,5.0,3.0,3.0,2.0,3.0,1.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,25.8,False
0,4739268186,200,0.013519999999999999,54.2,1.0,2.0,2.0,1.0,3.0,2.0,3.0,3.0,3.0,2.0,0.0,0.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,17.2,True
0,4739274645,100,-0.015519999999999989,59.4,2.0,4.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,2.0,1.0,0.0,2.0,0.0,106.6,True
0,4739282580,200,0.010720000000000007,47.0,6.0,4.0,6.0,4.0,2.0,1.0,3.0,4.0,2.0,4.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,6.6,False
0,4739290258,100,-0.006999999999999995,58.8,1.0,3.0,4.0,5.0,3.0,3.0,3.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,29.0,True
0,4739314094,100,0.023780000000000013,58.2,6.0,2.0,2.0,1.0,3.0,5.0,3.0,2.0,2.0,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,37.8,True
0,4739350765,100,0.0013200000000000323,52.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0,6.0,1.0,3.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,92.2,False
0,4739440345,200,0.041779999999999984,52.6,2.0,3.0,4.0,2.0,4.0,1.0,2.0,5.0,1.0,2.0,1.0,0.0,3.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,165.8,True
0,4739482416,200,0.001660000000000017,53.0,5.0,3.0,6.0,1.0,5.0,6.0,2.0,4.0,3.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,1.0,1.0,0.0,169.4,True
0,4739495344,100,-0.015560000000000008,53.0,3.0,2.0,4.0,5.0,1.0,2.0,1.0,6.0,3.0,2.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,166.0,False
0,4739516145,100,0.022580000000000024,56.4,3.0,2.0,3.0,2.0,2.0,4.0,5.0,3.0,1.0,2.0,0.0,1.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,301.4,False
0,4739519861,100,-0.018320000000000013,47.8,2.0,3.0,4.0,2.0,5.0,3.0,1.0,3.0,2.0,2.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,2.0,1.0,199.4,False
0,4739541708,200,0.016979999999999995,49.8,6.0,2.0,4.0,5.0,4.0,1.0,2.0,2.0,3.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,399.8,False
0,4739932936,200,0.0025799999999999933,49.6,3.0,2.0,1.0,1.0,1.0,1.0,5.0,4.0,2.0,5.0,1.0,0.0,3.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,54.8,False
0,4739939986,100,0.029539999999999976,56.2,4.0,3.0,2.0,1.0,3.0,2.0,3.0,3.0,2.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,558.8,True
0,4739966232,100,0.0059399999999999896,55.6,2.0,1.0,2.0,2.0,2.0,6.0,3.0,4.0,1.0,2.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,82.8,True
0,4740068360,100,0.016359999999999996,48.8,2.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,358.2,False
0,4740082020,200,0.006380000000000019,62.6,6.0,1.0,3.0,2.0,2.0,2.0,4.0,2.0,6.0,3.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,151.4,True
0,4740207122,100,0.003979999999999995,55.4,6.0,2.0,4.0,2.0,3.0,1.0,3.0,2.0,3.0,5.0,0.0,1.0,0.0,2.0,2.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,26.8,True
0,4740224059,200,0.007259999999999966,56.6,1.0,3.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,57.4,False
0,4740252045,200,0.008359999999999989,61.6,4.0,2.0,2.0,2.0,3.0,1.0,2.0,3.0,5.0,2.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,193.2,True
0,4740257218,100,-0.01703999999999999,55.8,6.0,3.0,1.0,2.0,1.0,2.0,3.0,5.0,1.0,4.0,2.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,269.8,False
0,4740276116,100,0.007859999999999968,54.6,4.0,2.0,2.0,2.0,3.0,1.0,4.0,3.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,132.2,True
0,4740326135,200,-0.014500000000000002,62.2,2.0,2.0,2.0,2.0,2.0,5.0,2.0,1.0,2.0,3.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,180.6,False
0,4740388539,200,0.02407999999999999,51.4,2.0,3.0,4.0,2.0,2.0,4.0,4.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,245.4,True
0,4740435685,100,-0.028239999999999998,53.2,4.0,3.0,3.0,2.0,2.0,4.0,3.0,6.0,1.0,3.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,92.6,True
0,4740437173,100,-0.016199999999999992,41.2,2.0,3.0,3.0,5.0,3.0,6.0,1.0,3.0,2.0,5.0,1.0,0.0,3.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,57.6,False
0,4740457109,200,0.023819999999999997,47.2,3.0,1.0,3.0,6.0,4.0,3.0,1.0,2.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,33.8,False
0,4740547855,100,0.03158,52.0,1.0,1.0,5.0,2.0,2.0,1.0,2.0,2.0,3.0,5.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,58.4,False
0,4740732362,200,-0.0128,54.2,1.0,3.0,3.0,4.0,5.0,2.0,2.0,2.0,2.0,4.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,37.0,True
0,4740785081,100,0.006540000000000013,56.8,1.0,4.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,178.6,True
0,4740855260,200,0.0055000000000000274,61.8,4.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,4.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,27.4,True
0,4740863334,200,-0.003279999999999994,56.6,2.0,4.0,2.0,3.0,2.0,2.0,3.0,5.0,2.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,37.4,False
0,4740926206,100,0.007920000000000005,55.8,1.0,3.0,5.0,4.0,3.0,6.0,3.0,6.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,166.6,True
0,4741164453,200,0.01748000000000003,53.6,2.0,6.0,6.0,2.0,2.0,2.0,1.0,4.0,2.0,3.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,60.8,True
0,4741231943,200,-0.0006799999999999917,57.0,2.0,1.0,1.0,4.0,1.0,2.0,1.0,2.0,1.0,5.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,184.2,False
0,4741357016,200,-0.01182000000000002,55.4,2.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,4.0,4.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,50.0,False
0,4741549150,200,0.008579999999999977,61.6,3.0,3.0,5.0,2.0,2.0,1.0,2.0,3.0,5.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,19.6,False
0,4741550940,200,-0.008940000000000014,58.4,2.0,1.0,1.0,2.0,4.0,3.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,106.0,True
0,4741577129,100,-0.007880000000000031,44.2,1.0,3.0,3.0,2.0,1.0,6.0,1.0,4.0,2.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,85.2,False
0,4741594121,100,-0.010299999999999986,55.0,3.0,1.0,5.0,2.0,4.0,2.0,2.0,3.0,2.0,5.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,149.8,False
0,4741595868,100,0.005759999999999976,52.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,5.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,220.2,True
0,4741599001,100,-0.010120000000000028,36.6,1.0,1.0,2.0,4.0,1.0,3.0,1.0,3.0,5.0,3.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,53.4,False
0,4741668329,200,-0.0027000000000000023,55.2,2.0,2.0,2.0,1.0,3.0,6.0,5.0,4.0,2.0,3.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,66.0,True
